# polkadot_nominators_session_6041.csv polkadot_validators_session_6041.csv
128,13RENAu9cpMpxp3EYzWFGpZXgvMZGDrnconYugNdynQz1sDQ
129,13S541dQ5NXFCxSBqFUFghkCfUU6LsZUVem7z2tfvsJwWFys
130,13VS9jM2pkKNwd8LFpQNNRPBKUonU9jzGZ5fTEZiuB4nYF6Y
131,13YDN239LTFZVFDuuyz8WTKHxMSCvEqiPQe1kyjABcRgxhNz
132,13Ybj8CPEArUee78DxUAP9yX3ABmFNVQME1ZH4w8HVncHGzc
133,13bEAraR65YASSynHhGNrsEyPgWfcLLYdgYV6GmeB6bbUeeg
134,13bptFJSHHLTBDHupxCRR5ErnLSeHFyeUEU5ufNnBL3JeMpG
135,13dCwieVYyuLVRdDcxomFeaYU1C73QpNDJreqHvKcggikWjK
136,13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT
137,13e8KMQZHJkGDrMT3W2vbNLGJ4ZNEudvVuZbXQybd4RkfuQW
138,13fqhWQCqTHTPbU1fyvbz9Ua3NC47fVVexYuNQRBwpSeZyKM
139,13gLE9RuaZ3vmZwVaZfsvPMNnTHPVhXKoMWjsNaP6F6ccA7s
140,13giQQe5CS4AAjkz1roun8NYUmZAQ2KYp32qTnJHLTcw4VxW
141,13iTiojfEzSXLprKzvE7Sdmg8gtUD2S2Am2Xv61xrtmDHcvJ
142,13ippe26nFP9yXRjMd7jMXcbB5ChKi686zzMy8q5BEu9JMUe
143,13mjnUDrHwYGATFB1FkFkZ1U3kYFsAQfHYTdcc8p3HP1xzZA
144,13mx7NQBYoo6TY9sRsCAEbZBnen9BBK16AfkxhPf4LcsaTf5
145,13ougYD2SRkn88L14XiYCJc3mL7AzWoAMVdn1FwLumV49LjU
146,13p9kJiRnfy8QSjFoovHzatuE7SW5xdddxDvk9mXtERueo9E
147,13pYWKctR5s8vQuyZt3pxQXue4SRH9coyAS9S9z5HtogAnhs
148,13s9RrQSFbnp2TneY7nkdLmGc3ijBw12YQct8pc8km36Z9hg
149,13sWHDukhwQQzwFmZLAhWkwhnzg3vxwsXPGd54YPtLTi1Ahc
150,13uW7auWPX9WAtqwkBx7yagb78PLcv8FAcPZEVCovbXoNJK4
151,13unmJm4yBZn12rFXQjV1pirJQbYc6EzzxrYBcSxYcN31NsF
152,13wxjPuajyJrHcBabsgoD7oqL1mJhFVWjeXFxEvMbSBY9xn9
153,13xZwV54UbBm6tZfJMBxkPH9LZLqDbq387w4R2qrii69Dgjg
154,13zTxDKSGvP8zHr4R1b2bCmJaMPg9a1X7U6LSnkeLEdWSvtB
155,13zYzYw1tQY5dfN4mRrHuuCfXBtKZgcq3uRfpH2Z9YyznpSv
156,142zbv9g5osTGpuF1WigBMJBffPmT1Lo2Lsh1JgWiv965Du6
157,145Vw57NN3Y4tqFNidLTmkhaMLD4HPoRtU91vioXrKcTcirS
158,148CkH8YBzA1pbudK1bMo2zUMHZwbucBVH8s3utwTS687UiR
159,148HzdSuFsDrNKnAHFs81BJzZxmKgwEC6Pmpw2QJnTy3Hv3R
160,148Ta5cWD3wekK3C6EbdDhYrdxC5e71VTKQCjmHUjE1DCG31
161,1497QNdycmxqMi3VJDxZDhaJh4s9tytr5RFWyrLcNse2xqPD
162,149NeZPEhMBJ5pUpeVu2LfMTAtXX4yw9UMRQL4r4rovFMbWD
163,14AbuiHSAJZLTacXnckSXq4CisK9X112ZT48x9uvJPxKXBmg
164,14AkAFBzukRhAFh1wyko1ZoNWnUyq7bY1XbjeTeCHimCzPU1
165,14Bc4vwBpfZbvphNzLu2ZUs7p9rLeYcssHG4EBKMKpxnXxhF
166,14CRo92REj3aXfUeonVSti1VEHgxhWbtKY9hwxvD5T3BBXkK
167,14DCwC1uGJjRdVLgqNbVkoGU8rooUx9WG7fWzC1Nn6g5yc5T
168,14DE8GdKnNvgoXCLFq62ZjNz2zsGqnxXBsRMwNpiPip2JSFJ
169,14DXNLsWfpf1RZ3eZSemHaitFh7WM6ZwswJUVLxqQhRvc2ui
170,14E5oijQt2PJo4MLtCVemjLVuAAu3hf1myeHVFsMoKNFcUpF
171,14Fqi7dFQfRtQRrtBW7BL5m9E1fbTp3dvAnW19AUqEKhWCFd
172,14GWWeZzMYkR7bwyeBvq7c44nJr4ncEodM4fAJX89ZSAHLw3
173,14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE
174,14KDJPdZ7aNatRihFevpkz8JwGnsMSbtPQ3Nm5oiNMCnJK6s
175,14MvgGf3PzgsEmMBHxdqwQrfhEzsGhzPReATQdpLVpN6aK6U
176,14PnsLeTyovxc5SNR1n29izokA9ZLVjW7mDi71HribZDeppz
177,14QBQABMSFBsT3pDTaEQdshq7ZLmhzKiae2weZH45pw5ErYu
178,14SysKfnN8VzwbUCWbgZVApP27xqs5MPmrfXL2RGkePwy6Cc
179,14VWEJDSWfHyuTSwErEXxFaiCW3i2gf2NPRkZ5igx6rnmqFd
180,14XefeqDxiaVQEo7Xv7WBs3Wz8GZPes7DBjQxsNuxu683B9o
181,14Y4s6V1PWrwBLvxW47gcYgZCGTYekmmzvFsK1kiqNH2d84t
182,14Y626iStBUWcNtnmH97163BBJJ2f7jc1piGMZwEQfK3t8zw
183,14Y6TZaNAS43At4ovGMULSuGkdE7svmn6zqicWBkSiVd7A4T
184,14bUYpiF2oxVpmXDnFxBipSi4m9zYBThMZoLpY8bRQrPQNG1
185,14cxMDpBNLsNEXWyCzked3zghzaYWXwoqGT4h12GqQXdVhmn
186,14d2kv44xf9nFnYdms32dYPKQsr5C9urbDzTz7iwU8iHb9az
187,14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV
188,14g7XsFWsMpsPNkwQNhdHfsqKRehdRbpPLaGVTEhBe4Pt3Eu
189,14ghKTz5mjZPgGYvgVC9VnFw1HYZmmsnYvSSHFgFTJfMvwQS
190,14ices1G5qTmqhMfDVBECh4jotNDGTLu8fhE9YktWT3cLF2F
191,14isBrPdSJDB6kGKoV8q5mFFYSg3rTD6w4QFypQtSWfmmqzD
192,14j7YcVqpfiZwbrPuwMfcKWuY176cKN1SMHVSZvT7yrfhbnt
193,14j9pbn4BjDd3fRuVWW5Ev6QYdUbLC1JbLZCnUdA6VpfLiic
194,14jgoaaLe7L12zhRnyACPQXhNtRNCXXygvHc3FgZFxmQkXBJ
195,14jr3cxYb5QvoXaBFB2azXbWiNo4bzNiFEAokFbztrwP9LAz
196,14kpNbU4XjEHfYdqp95Gq3NkBWbgFd6J8Yjd2SneWNzvf1Yp
197,14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ
198,14oxWC7QDs4DzWUjtiV85AKxDJfL4RpyQUAeGwRQWUTSN1Cj
199,14rqNrqMwNK9YA1BSqRStNBUqGgwxKdysoL4dNQ8GH8LRcrq
200,14rquPS4qr7yBHRAAV7KcwsMCsTvP5Kgspzry218cXyyL2vM
201,14tcr2XztACGuvLCfZsBhd7CAs9ySXnKGGJAmJVoXARsFs26
202,14uS8A6gVx16xYt8UEtnKS1aGfotR6fE6hE8oexgnGQye1KN
203,14vucjYRyE9kwN2CXWwmzJ1W3x6yCG5Mwj4Cs5BS6zrJLQ8r
204,14wC1KVsGx8Axcu5GqVLkaaoSefBFXkXj5SqyFh92mboo4CA
205,14xKzzU1ZYDnzFj7FgdtDAYSMJNARjDc2gNw4XAFDgr4uXgp
206,14yx4vPAACZRhoDQm1dyvXD3QdRQyCRRCe5tj1zPomhhS29a
207,14zoBYVu4yy2Uatp1oLBYbwwUYdzbSFVTf2kKSrCUmkEcCLs
208,14zy72LYvcMiUzsacFSR1xzQsG84Pujby98LvWSVtzSiS3ti
209,153Fz22gxQP8HM8RbnvEt9XWsXu9nR8jxZC2MbQFmuKhN62f
210,153PzXdNjL3FJLA8EMBaP4CZQb5keH3jcf1RDDJJGrUKHNLL
211,153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC
212,155LwjGpJH3xYJwPBr6aapk2WCCAezVftvSMrqeJA6eE7v2d
213,155tk9HmeJGsNZtA5LFasSCGZCdpAb2P2Gs6ej9JeP38sAww
214,1569aqCBma2m4TuUe1MxEs8EXBAZFCmwwcZMLde6HNbimuW8
215,158Qkc34MXQkrDJ2yibw2p9eCvK8Up2WvP1LKhvmcpEBd2LU
216,15ANfaUMadXk65NtRqzCKuhAiVSA47Ks6fZs8rUcRQX11pzM
217,15AcyKihrmGs9RD4AHUwRvv6LkhbeDyGH3GVADp1Biv4bfFv
218,15DDuwCK64iTnd5eBdrC7Wf7nP7iH9zXrpDLUuNP4Go6bYbq
219,15DtxgAQ1XK5ywkx686AdFgLGkFDinoYLx2DyiZBuzUtZZnf
220,15FctDfqPsFubuXo6UpKMQdbdCC3XXdnHsRMZ3DN6ZKPLrSu
221,15JGaHWAu1nAEtMMjKZSeu8VsYoTBMmoJq6uwxsDBqmwytSN
222,15JMfqPSthTsiiaq3bUQjMosZ5KZ3aUo4Pr2kJdbEgzy3W7n
223,15JmHuEEGoQNrgF3xfSiEkBjq6Bn1wQFa8yepjyGvR9g1Bgg
224,15KDFYfFjdqhp3MDFEtHuyu9kLpXbT7k1zjx78MphViFdCaU
225,15M1146TPz478GuwVMxnFApEXhwReTfuPxenD1qDbLuTZAd6
226,15MBzbxZeXFZxiTsMyvzKK7Hn4cqwHzC1QxT8uHYiYBWun3M
227,15MUBwP6dyVw5CXF9PjSSv7SdXQuDSwjX86v1kBodCSWVR7c
228,15PJA4PKoCZ2eeuaoFpoAQikHX6nZB7oW4qFTRhKutzekn1L
229,15PcFYqF2HeLbgChHPCpGEz7K9ShVMjGypKWoHZW494xjjBf
230,15QKfrWAKUudbmu4C4Boyy1eie97AD9sjnQ72LURrww5CWnY
231,15QbBVsKoTnshpY7tvntziYYSTD2FyUR15xPiMdpkpJDUygh
232,15UVN8DnBFdBJCStbaWeKT55wuSMAkoqEa7guYkZLtnszdQY
233,15UtQRzd9oM2UznsAsfi6rRAh2oo5vjoXgeaqf8rJBKhnTrr
234,15V6NjwmKkZihe644Tyr8GVLxjEzBAHktf6ZcJCTx7RPCoYS
235,15VJJiNF7fUJvdjuvyWQCkqgNGvhmwtJh8sC5QpG3pX6uMZN
236,15VbT8Zi4qC6iPfwobT9gQGFp3H7shdh2o6LouJ6o2w57qzp
237,15XvGmoR6NqAPoV86yDGMDkvU8PCtYGJoywGq1AFcwF6Y2qy
238,15a9RMz1YXunLeCyphaETaPtj7caH7Pc8DVymuQKEiW6DLf4
239,15a9ScnYeVfQGL9HQtTn3nkUY1DTB8LzEX391yZvFRzJZ9V7
240,15apjb1k8NBZNsUr93tcffaGU6Z6erUm8TjSawpTWc8WAaKP
241,15cfSaBcTxNr8rV59cbhdMNCRagFr3GE6B3zZRsCp4QHHKPu
242,15ciPs3xZsJd86WFoijPs365f7viqGnubZ14aa9fGavyWJoM
243,15dEbKrzyw8Hwb7KkZHYKgCaPQGxnMgWm2EXb1zh6DmRKX22
244,15fU523Wq5BCt2NWAmrCU6p8nFB29uVifeG7bwYJHbw5Mmd9
245,15kb76J3G8QvtoYKZdWyvPC12MzewsMYYneYT7E6SM2R3oTB
246,15oKi7HoBQbwwdQc47k71q4sJJWnu5opn1pqoGx4NAEYZSHs
247,15odauviAEhkhwSBNdLpMGAHR426m4h3e47Y6Z8viK9sKZpF
248,15omhU2Gi3ounztEznJ9Bj49dvoPhSi9wN1M7uoniTt9F72d
249,15p158r32Z12YyFU7BiqLcqpySmHUedVfJLJ4M73THBixKJY
250,15qomv8YFTpHrbiJKicP4oXfxRDyG4XEHZH7jdfJScnw2xnV
251,15thjfpZX1xVcsnfya1oXmbXzau2on5abAc4XXYP62SNwwQQ
252,15tomnGm9HsBVNJSpVntLxsH8rbSiAiaucVxjiv42xREmsw2
253,15tsaRbwLLBHst5chP1pVkQHc5n2JS4DcapFdhCnqJMZebda
254,15tu47DU6d75PtXdBBGLbKCAPKAgt7s2AEFw9etRH3eNyKLy
255,15twfAkh6TKdNpE7kNgxcQSRYtSpt3QpgjxmR6HKHFGs6Yrz
256,15uQdwDxDMKDrjjkuUqntrUTUHBFVPi3ZEA2UA7qbycEndzs
257,15vUnTtXK5BAv8UkEn7NMfYUVHp8Fr5EFburmL6CR7fhPyaU
258,15wT5c8vYVpRTZgvYXM7UaEBiUcyUyiZw47EvQqcbUmxrD3u
259,15wffJpUgdBqtdsaRQKAEvARhrLsEDSoGzYseGUnGrtFHddN
260,15wznkm7fMaJLFaw7B8KrJWkNcWsDziyTKVjrpPhRLMyXsr5
261,1627VVB5gtHiseCV8ZdffF7P3bWrLMkU92Q6u3LsG8tGuB63
262,162DmeD1MHpWQhv8NPz7zbUEfCyTfG4Tuqz7P7852KiY2wXz
263,162PEJ8AzRofAYf2EGMT8Vv9bnxNDh9LNpE4nVegd7tuLcGb
264,162ivoEbxP4mzsWrQvapACAx7TF8mzB3B7oJq4FYCbEwC2Sj
265,1653t723BHhC2krGCFKUUNDQb5sUafy5pZvKVwnwo1oMAMi7
266,168FJ5cEwfoLnsBJw6HzGLN6AwMMn24rrXxqpqiSFSPCnCKR
267,168QooaS5Z1w3sYLDVwuTh7WZ9gLq934ErVQS5PUVEvVuMhm
268,168X6YCFoEDh8ZjxCcwzdjgZZhRjNHG6R45S7A3euxJcNXfN
269,168bhPTpsgByfKqM2pgUfZ2wPxQQpgTwxsA9iTV7vAN4wQiU
270,16A1zLQ3KjMnxch1NAU44hoijFK3fHUjqb11bVgcHCfoj9z3
271,16ARoGkkDSTmeu9tDvfBDksu4qURGz6s1HSvXzrwGnsjFtKg
272,16Ar9KjX2LQf2CdTrTxbyxPjDNswhL7qPhnwcr8ocMynBRWo
273,16DKyH4fggEXeGwCytqM19e9NFGkgR2neZPDJ5ta8BKpPbPK
274,16Divajwsc8nq8NLQUfVyDjbG18xp6GrAS4GSDVBTwm6eY27
275,16FRYg2zE5cgrkKQmJhU9YJRT7Uquqxfz6hmp6GnqgdcBv16
276,16FUnnZX7h11sxio9wu6DGGqD66z5vXxNLcXuSJFWFAjkaZ5
277,16Fwe1wFveAWmUJ8WucZmu87iyp5464m9hNqvUP8oE35nwc8
278,16G8NDzxUeUbGiw2bFX3Wy7JwNEJz9U8B1smCFqqe4GPZbdN
279,16GDRhRYxk42paoK6TfHAqWej8PdDDUwdDazjv4bAn4KGNeb
280,16Ma3suDhT8TkTWffpPaS8sMFn2K6rEqddVJY4QCCUSj2J5J
281,16P6nQ6oigiaVm3GwvSLsNgDhmVpy23YRU5TiRPeQGShjRsi
282,16Q2PH4woP6gCE4LzgWtmwTGzxrrkxSsz5bDnXQnEpdabxf4
283,16SpacegeUTft9v3ts27CEC3tJaxgvE4uZeCctThFH3Vb24p
284,16UvTJteZiHfoGjzMK5fAxwZd3wkbsFb2C1SKsMLCtxRhNWv
285,16VVhErhwncZjgz6Mgx391G8jbHaXspBNLh8Q3V5WK1vWF9J
286,16aHTtVyQe61KJkcciSVtnEJ3ThNdErNsY223JTBvd7U5xfb
287,16aThbzrsb2ohiLXJLqN8jLST6JgUPRi3BqyHxUW4yVHBQ44
288,16ccn3xe5tAeR8kvzCRTcqHZjMJHvuF2pnLfTqyF1EmMusCU
289,16ce9zrmiuAtdi9qv1tuiQ1RC1xR6y6NgnBcRtMoQeAobqpZ
290,16ckko2BU17AZ6WDH7Nf3uDuQUoQky97A3tx4RxUzpAowK8U
291,16eybSNRCCJ7eHn2FFxdTir8EtcWv6mRpPBzccn28eyCoieB
292,16fish7rrBhVnkmfQuiKUaPZGm8AiK2oGGJoTwrL4keeHbbe
